Country,Pollutant,Year,Unit,Value
Korea,Greenhouse gases,1996,Tonnes of CO2 equivalent,470463.21
Korea,Greenhouse gases,1997,Tonnes of CO2 equivalent,502115.45
Korea,Greenhouse gases,1998,Tonnes of CO2 equivalent,431531.81
Korea,Greenhouse gases,1999,Tonnes of CO2 equivalent,469518.96
Korea,Greenhouse gases,2000,Tonnes of CO2 equivalent,502865.87
Korea,Greenhouse gases,2001,Tonnes of CO2 equivalent,516143.48
Korea,Greenhouse gases,2002,Tonnes of CO2 equivalent,538627.47
Korea,Greenhouse gases,2003,Tonnes of CO2 equivalent,548987.64
Korea,Greenhouse gases,2004,Tonnes of CO2 equivalent,557255.12
Korea,Greenhouse gases,2005,Tonnes of CO2 equivalent,560923.34
Korea,Greenhouse gases,2006,Tonnes of CO2 equivalent,567309.24
Korea,Greenhouse gases,2007,Tonnes of CO2 equivalent,580751.92
Korea,Greenhouse gases,2008,Tonnes of CO2 equivalent,593853.57
Korea,Greenhouse gases,2009,Tonnes of CO2 equivalent,597982.54
Korea,Greenhouse gases,2010,Tonnes of CO2 equivalent,656322.62
Korea,Greenhouse gases,2011,Tonnes of CO2 equivalent,684929.54
Korea,Greenhouse gases,2012,Tonnes of CO2 equivalent,688308.06
Korea,Greenhouse gases,2013,Tonnes of CO2 equivalent,697383.69
Korea,Greenhouse gases,2014,Tonnes of CO2 equivalent,691932.56
Korea,Greenhouse gases,2015,Tonnes of CO2 equivalent,692514.57
Korea,Greenhouse gases,2016,Tonnes of CO2 equivalent,693534.82
Korea,Greenhouse gases,2017,Tonnes of CO2 equivalent,709749.97
Korea,Greenhouse gases,2018,Tonnes of CO2 equivalent,727633.3
Korea,Greenhouse gases,1990,Index,100
Korea,Greenhouse gases,1991,Index,107.964
Korea,Greenhouse gases,1992,Index,117.554
Korea,Greenhouse gases,1993,Index,129.598
Korea,Greenhouse gases,1994,Index,138.16
Korea,Greenhouse gases,1995,Index,148.496
Korea,Greenhouse gases,1996,Index,161.013
Korea,Greenhouse gases,1997,Index,171.845
Korea,Greenhouse gases,1998,Index,147.689
Korea,Greenhouse gases,1999,Index,160.689
Korea,Greenhouse gases,2000,Index,172.102
Korea,Greenhouse gases,2001,Index,176.646
Korea,Greenhouse gases,2002,Index,184.341
Korea,Greenhouse gases,2003,Index,187.887
Korea,Greenhouse gases,2004,Index,190.716
Korea,Greenhouse gases,2005,Index,191.972
Korea,Greenhouse gases,2006,Index,194.157
Korea,Greenhouse gases,2007,Index,198.758
Korea,Greenhouse gases,2008,Index,203.242
Korea,Greenhouse gases,2009,Index,204.655
Korea,Greenhouse gases,2010,Index,224.622
Korea,Greenhouse gases,2011,Index,234.412
Korea,Greenhouse gases,2012,Index,235.568
Korea,Greenhouse gases,2013,Index,238.674
Korea,Greenhouse gases,2014,Index,236.809
Korea,Greenhouse gases,2015,Index,237.008
Korea,Greenhouse gases,2016,Index,237.357
Korea,Greenhouse gases,2017,Index,242.907
Korea,Greenhouse gases,2018,Index,249.027
Korea,Greenhouse gases,1990,Kilograms per capita,6.816
Korea,Greenhouse gases,1991,Kilograms per capita,7.286
Korea,Greenhouse gases,1992,Kilograms per capita,7.851
Korea,Greenhouse gases,1993,Kilograms per capita,8.568
Korea,Greenhouse gases,1994,Kilograms per capita,9.043
Korea,Greenhouse gases,1995,Kilograms per capita,9.622
Korea,Greenhouse gases,1996,Kilograms per capita,10.334
Korea,Greenhouse gases,1997,Kilograms per capita,10.927
Korea,Greenhouse gases,1998,Kilograms per capita,9.323
Korea,Greenhouse gases,1999,Kilograms per capita,10.072
Korea,Greenhouse gases,2000,Kilograms per capita,10.697
Korea,Greenhouse gases,2001,Kilograms per capita,10.896
Korea,Greenhouse gases,2002,Kilograms per capita,11.305
Korea,Greenhouse gases,2003,Kilograms per capita,11.463
Korea,Greenhouse gases,2004,Kilograms per capita,11.59
Korea,Greenhouse gases,2005,Kilograms per capita,11.641
Korea,Greenhouse gases,2006,Kilograms per capita,11.712
Korea,Greenhouse gases,2007,Kilograms per capita,11.929
Korea,Greenhouse gases,2008,Kilograms per capita,12.106
Korea,Greenhouse gases,2009,Kilograms per capita,12.128
Korea,Greenhouse gases,2010,Kilograms per capita,13.245
Korea,Greenhouse gases,2011,Kilograms per capita,13.716
Korea,Greenhouse gases,2012,Kilograms per capita,13.711
Korea,Greenhouse gases,2013,Kilograms per capita,13.829
Korea,Greenhouse gases,2014,Kilograms per capita,13.635
Korea,Greenhouse gases,2015,Kilograms per capita,13.575
Korea,Greenhouse gases,2016,Kilograms per capita,13.541
Korea,Greenhouse gases,2017,Kilograms per capita,13.819
Korea,Greenhouse gases,2018,Kilograms per capita,14.1
Korea,Carbon dioxide,1990,Tonnes of CO2 equivalent,252002.88
Korea,Carbon dioxide,1991,Tonnes of CO2 equivalent,274861.8
Korea,Carbon dioxide,1992,Tonnes of CO2 equivalent,299744.63
Korea,Carbon dioxide,1993,Tonnes of CO2 equivalent,334701.25
Korea,Carbon dioxide,1994,Tonnes of CO2 equivalent,356992.54
Korea,Carbon dioxide,1995,Tonnes of CO2 equivalent,384233.36
Korea,Carbon dioxide,1996,Tonnes of CO2 equivalent,418613.91
Korea,Carbon dioxide,1997,Tonnes of CO2 equivalent,446193.4
Korea,Carbon dioxide,1998,Tonnes of CO2 equivalent,379360.75
Korea,Carbon dioxide,1999,Tonnes of CO2 equivalent,411469
Korea,Carbon dioxide,2000,Tonnes of CO2 equivalent,443681.81
Korea,Carbon dioxide,2001,Tonnes of CO2 equivalent,459384.75
Korea,Carbon dioxide,2002,Tonnes of CO2 equivalent,478865.85
Korea,Carbon dioxide,2003,Tonnes of CO2 equivalent,487344.31
Korea,Carbon dioxide,2004,Tonnes of CO2 equivalent,492765.43
Korea,Carbon dioxide,2005,Tonnes of CO2 equivalent,497467.64
Korea,Carbon dioxide,2006,Tonnes of CO2 equivalent,504051.24
Korea,Carbon dioxide,2007,Tonnes of CO2 equivalent,524355.01
Korea,Carbon dioxide,2008,Tonnes of CO2 equivalent,537698.84
Korea,Carbon dioxide,2009,Tonnes of CO2 equivalent,542206.22
Korea,Carbon dioxide,2010,Tonnes of CO2 equivalent,595324.89
Korea,Carbon dioxide,2011,Tonnes of CO2 equivalent,625949.96
Korea,Carbon dioxide,2012,Tonnes of CO2 equivalent,627798
Korea,Carbon dioxide,2013,Tonnes of CO2 equivalent,636655.51
Korea,Carbon dioxide,2014,Tonnes of CO2 equivalent,629870.62
Korea,Carbon dioxide,2015,Tonnes of CO2 equivalent,634340.56
Korea,Carbon dioxide,2016,Tonnes of CO2 equivalent,637393.67
Korea,Carbon dioxide,2017,Tonnes of CO2 equivalent,650156.47
Korea,Carbon dioxide,2018,Tonnes of CO2 equivalent,664727.24
Korea,Methane,1990,Tonnes of CO2 equivalent,30207.76
Korea,Methane,1991,Tonnes of CO2 equivalent,30158.06
Korea,Methane,1992,Tonnes of CO2 equivalent,29605.01
Korea,Methane,1993,Tonnes of CO2 equivalent,29068.71
Korea,Methane,1994,Tonnes of CO2 equivalent,29083.36
Korea,Methane,1995,Tonnes of CO2 equivalent,28757.22
Korea,Methane,1996,Tonnes of CO2 equivalent,29061.4
Korea,Methane,1997,Tonnes of CO2 equivalent,29297.4
Korea,Methane,1998,Tonnes of CO2 equivalent,28096.09
Korea,Methane,1999,Tonnes of CO2 equivalent,27799.36
Korea,Methane,2000,Tonnes of CO2 equivalent,27790.26
Korea,Methane,2001,Tonnes of CO2 equivalent,28131.33
Korea,Methane,2002,Tonnes of CO2 equivalent,28333.59
Korea,Methane,2003,Tonnes of CO2 equivalent,28328.96
Korea,Methane,2004,Tonnes of CO2 equivalent,27390.17
Korea,Methane,2005,Tonnes of CO2 equivalent,27370.44
Korea,Methane,2006,Tonnes of CO2 equivalent,27280.3
Korea,Methane,2007,Tonnes of CO2 equivalent,27101.56
Korea,Methane,2008,Tonnes of CO2 equivalent,27051.93
Korea,Methane,2009,Tonnes of CO2 equivalent,27067.16
Korea,Methane,2010,Tonnes of CO2 equivalent,27553.11
Korea,Methane,2011,Tonnes of CO2 equivalent,27614.21
Korea,Methane,2012,Tonnes of CO2 equivalent,27473.45
Korea,Methane,2013,Tonnes of CO2 equivalent,27296.7
Korea,Methane,2014,Tonnes of CO2 equivalent,27075.66
Korea,Methane,2015,Tonnes of CO2 equivalent,26901.02
Korea,Methane,2016,Tonnes of CO2 equivalent,26957.26
Korea,Methane,2017,Tonnes of CO2 equivalent,27407.09
Korea,Methane,2018,Tonnes of CO2 equivalent,27678.41
Korea,Nitrous oxide,1990,Tonnes of CO2 equivalent,8823.51
Korea,Nitrous oxide,1991,Tonnes of CO2 equivalent,9308.46
Korea,Nitrous oxide,1992,Tonnes of CO2 equivalent,11909.03
Korea,Nitrous oxide,1993,Tonnes of CO2 equivalent,12398.07
Korea,Nitrous oxide,1994,Tonnes of CO2 equivalent,13232.29
Korea,Nitrous oxide,1995,Tonnes of CO2 equivalent,14247.61
Korea,Nitrous oxide,1996,Tonnes of CO2 equivalent,15269.27
Korea,Nitrous oxide,1997,Tonnes of CO2 equivalent,16254.67
Korea,Nitrous oxide,1998,Tonnes of CO2 equivalent,16515.55
Korea,Nitrous oxide,1999,Tonnes of CO2 equivalent,17067.12
Korea,Nitrous oxide,2000,Tonnes of CO2 equivalent,17877.29
Korea,Nitrous oxide,2001,Tonnes of CO2 equivalent,18064.46
Korea,Nitrous oxide,2002,Tonnes of CO2 equivalent,17887.73
Korea,Nitrous oxide,2003,Tonnes of CO2 equivalent,21290.9
Korea,Nitrous oxide,2004,Tonnes of CO2 equivalent,23805
Korea,Nitrous oxide,2005,Tonnes of CO2 equivalent,22365.45
Korea,Nitrous oxide,2006,Tonnes of CO2 equivalent,21642.03
Korea,Nitrous oxide,2007,Tonnes of CO2 equivalent,12533.76
Korea,Nitrous oxide,2008,Tonnes of CO2 equivalent,11965.07
Korea,Nitrous oxide,2009,Tonnes of CO2 equivalent,12362.53
Korea,Nitrous oxide,2010,Tonnes of CO2 equivalent,13002.67
Korea,Nitrous oxide,2011,Tonnes of CO2 equivalent,12803.18
Korea,Nitrous oxide,2012,Tonnes of CO2 equivalent,13369.14
Korea,Nitrous oxide,2013,Tonnes of CO2 equivalent,13565.74
Korea,Nitrous oxide,2014,Tonnes of CO2 equivalent,13589.4
Korea,Nitrous oxide,2015,Tonnes of CO2 equivalent,13525.11
Korea,Nitrous oxide,2016,Tonnes of CO2 equivalent,13505.05
Korea,Nitrous oxide,2017,Tonnes of CO2 equivalent,13882.98
Korea,Nitrous oxide,2018,Tonnes of CO2 equivalent,14372.75
Korea,Hydrofluorocarbons,1990,Tonnes of CO2 equivalent,982.8
Korea,Hydrofluorocarbons,1991,Tonnes of CO2 equivalent,798.88
Korea,Hydrofluorocarbons,1992,Tonnes of CO2 equivalent,1877.22
Korea,Hydrofluorocarbons,1993,Tonnes of CO2 equivalent,2117.21
Korea,Hydrofluorocarbons,1994,Tonnes of CO2 equivalent,3837.9
Korea,Hydrofluorocarbons,1995,Tonnes of CO2 equivalent,5084.87
Korea,Hydrofluorocarbons,1996,Tonnes of CO2 equivalent,5779.02
Korea,Hydrofluorocarbons,1997,Tonnes of CO2 equivalent,7160.07
Korea,Hydrofluorocarbons,1998,Tonnes of CO2 equivalent,4911.1
Korea,Hydrofluorocarbons,1999,Tonnes of CO2 equivalent,8061.49
Korea,Hydrofluorocarbons,2000,Tonnes of CO2 equivalent,8443.31
Korea,Hydrofluorocarbons,2001,Tonnes of CO2 equivalent,5851.64
Korea,Hydrofluorocarbons,2002,Tonnes of CO2 equivalent,8652.61
Korea,Hydrofluorocarbons,2003,Tonnes of CO2 equivalent,6442.92
Korea,Hydrofluorocarbons,2004,Tonnes of CO2 equivalent,6590.97
Korea,Hydrofluorocarbons,2005,Tonnes of CO2 equivalent,6651.18
Korea,Hydrofluorocarbons,2006,Tonnes of CO2 equivalent,6097.96
Korea,Hydrofluorocarbons,2007,Tonnes of CO2 equivalent,7362.99
Korea,Hydrofluorocarbons,2008,Tonnes of CO2 equivalent,6881.07
Korea,Hydrofluorocarbons,2009,Tonnes of CO2 equivalent,5846.15
Korea,Hydrofluorocarbons,2010,Tonnes of CO2 equivalent,8087.59
Korea,Hydrofluorocarbons,2011,Tonnes of CO2 equivalent,7907
Korea,Hydrofluorocarbons,2012,Tonnes of CO2 equivalent,8694.42
Korea,Hydrofluorocarbons,2013,Tonnes of CO2 equivalent,8094.74
Korea,Hydrofluorocarbons,2014,Tonnes of CO2 equivalent,8537.55
Korea,Hydrofluorocarbons,2015,Tonnes of CO2 equivalent,7931.23
Korea,Hydrofluorocarbons,2016,Tonnes of CO2 equivalent,7365.92
Korea,Hydrofluorocarbons,2017,Tonnes of CO2 equivalent,9648.58
Korea,Hydrofluorocarbons,2018,Tonnes of CO2 equivalent,9304.52
Korea,Perfluorocarbons,1990,Tonnes of CO2 equivalent,0
Korea,Perfluorocarbons,1991,Tonnes of CO2 equivalent,0
Korea,Perfluorocarbons,1992,Tonnes of CO2 equivalent,0.28
Korea,Perfluorocarbons,1993,Tonnes of CO2 equivalent,1.62
Korea,Perfluorocarbons,1994,Tonnes of CO2 equivalent,0
Korea,Perfluorocarbons,1995,Tonnes of CO2 equivalent,63.21
Korea,Perfluorocarbons,1996,Tonnes of CO2 equivalent,587.4
Korea,Perfluorocarbons,1997,Tonnes of CO2 equivalent,1682.59
Korea,Perfluorocarbons,1998,Tonnes of CO2 equivalent,1649.15
Korea,Perfluorocarbons,1999,Tonnes of CO2 equivalent,1890.01
Korea,Perfluorocarbons,2000,Tonnes of CO2 equivalent,2249.73
Korea,Perfluorocarbons,2001,Tonnes of CO2 equivalent,1989.49
Korea,Perfluorocarbons,2002,Tonnes of CO2 equivalent,1973.16
Korea,Perfluorocarbons,2003,Tonnes of CO2 equivalent,2266.9
Korea,Perfluorocarbons,2004,Tonnes of CO2 equivalent,2774.07
Korea,Perfluorocarbons,2005,Tonnes of CO2 equivalent,2796.76
Korea,Perfluorocarbons,2006,Tonnes of CO2 equivalent,2925.12
Korea,Perfluorocarbons,2007,Tonnes of CO2 equivalent,2978.31
Korea,Perfluorocarbons,2008,Tonnes of CO2 equivalent,2792.8
Korea,Perfluorocarbons,2009,Tonnes of CO2 equivalent,2047.14
Korea,Perfluorocarbons,2010,Tonnes of CO2 equivalent,2264.59
Korea,Perfluorocarbons,2011,Tonnes of CO2 equivalent,2071.79
Korea,Perfluorocarbons,2012,Tonnes of CO2 equivalent,2267.88
Korea,Perfluorocarbons,2013,Tonnes of CO2 equivalent,2320.56
Korea,Perfluorocarbons,2014,Tonnes of CO2 equivalent,2426.9
Korea,Perfluorocarbons,2015,Tonnes of CO2 equivalent,1521.49
Korea,Perfluorocarbons,2016,Tonnes of CO2 equivalent,1489.26
Korea,Perfluorocarbons,2017,Tonnes of CO2 equivalent,2122.77
Korea,Perfluorocarbons,2018,Tonnes of CO2 equivalent,3179.78
Korea,Sulphur hexafluoride,1990,Tonnes of CO2 equivalent,173.4
Korea,Sulphur hexafluoride,1991,Tonnes of CO2 equivalent,332.61
Korea,Sulphur hexafluoride,1992,Tonnes of CO2 equivalent,345.41
Korea,Sulphur hexafluoride,1993,Tonnes of CO2 equivalent,387.31
Korea,Sulphur hexafluoride,1994,Tonnes of CO2 equivalent,543.94
Korea,Sulphur hexafluoride,1995,Tonnes of CO2 equivalent,1506.1
Korea,Sulphur hexafluoride,1996,Tonnes of CO2 equivalent,1152.22
Korea,Sulphur hexafluoride,1997,Tonnes of CO2 equivalent,1527.32
Korea,Sulphur hexafluoride,1998,Tonnes of CO2 equivalent,999.17
Korea,Sulphur hexafluoride,1999,Tonnes of CO2 equivalent,3231.99
Korea,Sulphur hexafluoride,2000,Tonnes of CO2 equivalent,2823.47
Korea,Sulphur hexafluoride,2001,Tonnes of CO2 equivalent,2721.8
Korea,Sulphur hexafluoride,2002,Tonnes of CO2 equivalent,2914.53
Korea,Sulphur hexafluoride,2003,Tonnes of CO2 equivalent,3313.64
Korea,Sulphur hexafluoride,2004,Tonnes of CO2 equivalent,3929.47
Korea,Sulphur hexafluoride,2005,Tonnes of CO2 equivalent,4271.87
Korea,Sulphur hexafluoride,2006,Tonnes of CO2 equivalent,5312.6
Korea,Sulphur hexafluoride,2007,Tonnes of CO2 equivalent,6420.28
Korea,Sulphur hexafluoride,2008,Tonnes of CO2 equivalent,7463.86
Korea,Sulphur hexafluoride,2009,Tonnes of CO2 equivalent,8453.34
Korea,Sulphur hexafluoride,2010,Tonnes of CO2 equivalent,10089.77
Korea,Sulphur hexafluoride,2011,Tonnes of CO2 equivalent,8583.4
Korea,Sulphur hexafluoride,2012,Tonnes of CO2 equivalent,8705.16
Korea,Sulphur hexafluoride,2013,Tonnes of CO2 equivalent,9450.44
Korea,Sulphur hexafluoride,2014,Tonnes of CO2 equivalent,10432.44
Korea,Sulphur hexafluoride,2015,Tonnes of CO2 equivalent,8295.16
Korea,Sulphur hexafluoride,2016,Tonnes of CO2 equivalent,6823.65
Korea,Sulphur hexafluoride,2017,Tonnes of CO2 equivalent,6532.09
Korea,Sulphur hexafluoride,2018,Tonnes of CO2 equivalent,8370.59
Luxembourg,Greenhouse gases,1990,Tonnes of CO2 equivalent,12732.993
Luxembourg,Greenhouse gases,1991,Tonnes of CO2 equivalent,13373.874
Luxembourg,Greenhouse gases,1992,Tonnes of CO2 equivalent,13143.841
Luxembourg,Greenhouse gases,1993,Tonnes of CO2 equivalent,13299.438
Luxembourg,Greenhouse gases,1994,Tonnes of CO2 equivalent,12464.685
Luxembourg,Greenhouse gases,1995,Tonnes of CO2 equivalent,10090.933
Luxembourg,Greenhouse gases,1996,Tonnes of CO2 equivalent,10152.123
Luxembourg,Greenhouse gases,1997,Tonnes of CO2 equivalent,9501.801
Luxembourg,Greenhouse gases,1998,Tonnes of CO2 equivalent,8620.158
Luxembourg,Greenhouse gases,1999,Tonnes of CO2 equivalent,9084.314
Luxembourg,Greenhouse gases,2000,Tonnes of CO2 equivalent,9664.533
Luxembourg,Greenhouse gases,2001,Tonnes of CO2 equivalent,10155.147
Luxembourg,Greenhouse gases,2002,Tonnes of CO2 equivalent,10931.66
Luxembourg,Greenhouse gases,2003,Tonnes of CO2 equivalent,11376.974
Luxembourg,Greenhouse gases,2004,Tonnes of CO2 equivalent,12763.413
Luxembourg,Greenhouse gases,2005,Tonnes of CO2 equivalent,13006.611
Luxembourg,Greenhouse gases,2006,Tonnes of CO2 equivalent,12838.25
Luxembourg,Greenhouse gases,2007,Tonnes of CO2 equivalent,12255.97
Luxembourg,Greenhouse gases,2008,Tonnes of CO2 equivalent,12143.355
Luxembourg,Greenhouse gases,2009,Tonnes of CO2 equivalent,11597.331
Luxembourg,Greenhouse gases,2010,Tonnes of CO2 equivalent,12168.528
Luxembourg,Greenhouse gases,2011,Tonnes of CO2 equivalent,12052.276
Luxembourg,Greenhouse gases,2012,Tonnes of CO2 equivalent,11809.919
Luxembourg,Greenhouse gases,2013,Tonnes of CO2 equivalent,11276.749
Luxembourg,Greenhouse gases,2014,Tonnes of CO2 equivalent,10797.43
Luxembourg,Greenhouse gases,2015,Tonnes of CO2 equivalent,10317.721
Luxembourg,Greenhouse gases,2016,Tonnes of CO2 equivalent,10078.734
Luxembourg,Greenhouse gases,2017,Tonnes of CO2 equivalent,10261.751
Luxembourg,Greenhouse gases,2018,Tonnes of CO2 equivalent,10561.466
Luxembourg,Greenhouse gases,2019,Tonnes of CO2 equivalent,10732.701
Luxembourg,Greenhouse gases,2020,Tonnes of CO2 equivalent,9064.902
Luxembourg,Greenhouse gases,1990,Index,100
Luxembourg,Greenhouse gases,1991,Index,105.033
Luxembourg,Greenhouse gases,1992,Index,103.227
Luxembourg,Greenhouse gases,1993,Index,104.449
Luxembourg,Greenhouse gases,1994,Index,97.893
Luxembourg,Greenhouse gases,1995,Index,79.25
Luxembourg,Greenhouse gases,1996,Index,79.731
Luxembourg,Greenhouse gases,1997,Index,74.623
Luxembourg,Greenhouse gases,1998,Index,67.699
Luxembourg,Greenhouse gases,1999,Index,71.345
Luxembourg,Greenhouse gases,2000,Index,75.901
Luxembourg,Greenhouse gases,2001,Index,79.755
Luxembourg,Greenhouse gases,2002,Index,85.853
Luxembourg,Greenhouse gases,2003,Index,89.35
Luxembourg,Greenhouse gases,2004,Index,100.239
Luxembourg,Greenhouse gases,2005,Index,102.149
Luxembourg,Greenhouse gases,2006,Index,100.827
Luxembourg,Greenhouse gases,2007,Index,96.254
Luxembourg,Greenhouse gases,2008,Index,95.369
Luxembourg,Greenhouse gases,2009,Index,91.081
Luxembourg,Greenhouse gases,2010,Index,95.567
Luxembourg,Greenhouse gases,2011,Index,94.654
Luxembourg,Greenhouse gases,2012,Index,92.751
Luxembourg,Greenhouse gases,2013,Index,88.563
Luxembourg,Greenhouse gases,2014,Index,84.799
Luxembourg,Greenhouse gases,2015,Index,81.031
Luxembourg,Greenhouse gases,2016,Index,79.154
Luxembourg,Greenhouse gases,2017,Index,80.592
Luxembourg,Greenhouse gases,2018,Index,82.946
Luxembourg,Greenhouse gases,2019,Index,84.29
Luxembourg,Greenhouse gases,2020,Index,71.192
Luxembourg,Greenhouse gases,1990,Kilograms per capita,33.345
Luxembourg,Greenhouse gases,1991,Kilograms per capita,34.558
Luxembourg,Greenhouse gases,1992,Kilograms per capita,33.516
Luxembourg,Greenhouse gases,1993,Kilograms per capita,33.459
Luxembourg,Greenhouse gases,1994,Kilograms per capita,30.936
Luxembourg,Greenhouse gases,1995,Kilograms per capita,24.695
Luxembourg,Greenhouse gases,1996,Kilograms per capita,24.509
Luxembourg,Greenhouse gases,1997,Kilograms per capita,22.654
Luxembourg,Greenhouse gases,1998,Kilograms per capita,20.297
Luxembourg,Greenhouse gases,1999,Kilograms per capita,21.103
Luxembourg,Greenhouse gases,2000,Kilograms per capita,22.151
Luxembourg,Greenhouse gases,2001,Kilograms per capita,23
Luxembourg,Greenhouse gases,2002,Kilograms per capita,24.501
Luxembourg,Greenhouse gases,2003,Kilograms per capita,25.191
Luxembourg,Greenhouse gases,2004,Kilograms per capita,27.862
Luxembourg,Greenhouse gases,2005,Kilograms per capita,27.962
Luxembourg,Greenhouse gases,2006,Kilograms per capita,27.163
Luxembourg,Greenhouse gases,2007,Kilograms per capita,25.534
Luxembourg,Greenhouse gases,2008,Kilograms per capita,24.851
Luxembourg,Greenhouse gases,2009,Kilograms per capita,23.298
Luxembourg,Greenhouse gases,2010,Kilograms per capita,24.003
Luxembourg,Greenhouse gases,2011,Kilograms per capita,23.251
Luxembourg,Greenhouse gases,2012,Kilograms per capita,22.243
Luxembourg,Greenhouse gases,2013,Kilograms per capita,20.754
Luxembourg,Greenhouse gases,2014,Kilograms per capita,19.409
Luxembourg,Greenhouse gases,2015,Kilograms per capita,18.114
Luxembourg,Greenhouse gases,2016,Kilograms per capita,17.274
Luxembourg,Greenhouse gases,2017,Kilograms per capita,17.208
Luxembourg,Greenhouse gases,2018,Kilograms per capita,17.372
Luxembourg,Greenhouse gases,2019,Kilograms per capita,17.311
Luxembourg,Greenhouse gases,2020,Kilograms per capita,14.379
Luxembourg,Carbon dioxide,1990,Tonnes of CO2 equivalent,11823.353
Luxembourg,Carbon dioxide,1991,Tonnes of CO2 equivalent,12443.151
Luxembourg,Carbon dioxide,1992,Tonnes of CO2 equivalent,12209.723
Luxembourg,Carbon dioxide,1993,Tonnes of CO2 equivalent,12354.764
Luxembourg,Carbon dioxide,1994,Tonnes of CO2 equivalent,11542.475
Luxembourg,Carbon dioxide,1995,Tonnes of CO2 equivalent,9151.729
Luxembourg,Carbon dioxide,1996,Tonnes of CO2 equivalent,9201.614
Luxembourg,Carbon dioxide,1997,Tonnes of CO2 equivalent,8553.97
Luxembourg,Carbon dioxide,1998,Tonnes of CO2 equivalent,7675.949
Luxembourg,Carbon dioxide,1999,Tonnes of CO2 equivalent,8127.875
Luxembourg,Carbon dioxide,2000,Tonnes of CO2 equivalent,8709.963
Luxembourg,Carbon dioxide,2001,Tonnes of CO2 equivalent,9207.531
Luxembourg,Carbon dioxide,2002,Tonnes of CO2 equivalent,9983.685
Luxembourg,Carbon dioxide,2003,Tonnes of CO2 equivalent,10459.17
Luxembourg,Carbon dioxide,2004,Tonnes of CO2 equivalent,11829.091
Luxembourg,Carbon dioxide,2005,Tonnes of CO2 equivalent,12087.836
Luxembourg,Carbon dioxide,2006,Tonnes of CO2 equivalent,11920.357
Luxembourg,Carbon dioxide,2007,Tonnes of CO2 equivalent,11317.78
Luxembourg,Carbon dioxide,2008,Tonnes of CO2 equivalent,11184.473
Luxembourg,Carbon dioxide,2009,Tonnes of CO2 equivalent,10638.966
Luxembourg,Carbon dioxide,2010,Tonnes of CO2 equivalent,11202.164
Luxembourg,Carbon dioxide,2011,Tonnes of CO2 equivalent,11102.959
Luxembourg,Carbon dioxide,2012,Tonnes of CO2 equivalent,10867.476
Luxembourg,Carbon dioxide,2013,Tonnes of CO2 equivalent,10325.364
Luxembourg,Carbon dioxide,2014,Tonnes of CO2 equivalent,9828.191
Luxembourg,Carbon dioxide,2015,Tonnes of CO2 equivalent,9347.466
Luxembourg,Carbon dioxide,2016,Tonnes of CO2 equivalent,9089.235
Luxembourg,Carbon dioxide,2017,Tonnes of CO2 equivalent,9261.198
Luxembourg,Carbon dioxide,2018,Tonnes of CO2 equivalent,9566.671
Luxembourg,Carbon dioxide,2019,Tonnes of CO2 equivalent,9751.728
Luxembourg,Carbon dioxide,2020,Tonnes of CO2 equivalent,8096.513
Luxembourg,Methane,1990,Tonnes of CO2 equivalent,588.914
Luxembourg,Methane,1991,Tonnes of CO2 equivalent,598.929
Luxembourg,Methane,1992,Tonnes of CO2 equivalent,589.659
Luxembourg,Methane,1993,Tonnes of CO2 equivalent,598.529
Luxembourg,Methane,1994,Tonnes of CO2 equivalent,579.507
Luxembourg,Methane,1995,Tonnes of CO2 equivalent,594.821
Luxembourg,Methane,1996,Tonnes of CO2 equivalent,600.82
Luxembourg,Methane,1997,Tonnes of CO2 equivalent,598.409
Luxembourg,Methane,1998,Tonnes of CO2 equivalent,595.32
Luxembourg,Methane,1999,Tonnes of CO2 equivalent,599.849
Luxembourg,Methane,2000,Tonnes of CO2 equivalent,593.319
Luxembourg,Methane,2001,Tonnes of CO2 equivalent,595.982
Luxembourg,Methane,2002,Tonnes of CO2 equivalent,595.653
Luxembourg,Methane,2003,Tonnes of CO2 equivalent,585.721
Luxembourg,Methane,2004,Tonnes of CO2 equivalent,575.892
Luxembourg,Methane,2005,Tonnes of CO2 equivalent,576.814
Luxembourg,Methane,2006,Tonnes of CO2 equivalent,572.948
Luxembourg,Methane,2007,Tonnes of CO2 equivalent,581.909
Luxembourg,Methane,2008,Tonnes of CO2 equivalent,591.814
Luxembourg,Methane,2009,Tonnes of CO2 equivalent,591.43
Luxembourg,Methane,2010,Tonnes of CO2 equivalent,588.061
Luxembourg,Methane,2011,Tonnes of CO2 equivalent,562.787
Luxembourg,Methane,2012,Tonnes of CO2 equivalent,558.52
Luxembourg,Methane,2013,Tonnes of CO2 equivalent,563.033
Luxembourg,Methane,2014,Tonnes of CO2 equivalent,572.389
Luxembourg,Methane,2015,Tonnes of CO2 equivalent,574.93
Luxembourg,Methane,2016,Tonnes of CO2 equivalent,584.927
Luxembourg,Methane,2017,Tonnes of CO2 equivalent,587.729
Luxembourg,Methane,2018,Tonnes of CO2 equivalent,586.494
Luxembourg,Methane,2019,Tonnes of CO2 equivalent,572.022
Luxembourg,Methane,2020,Tonnes of CO2 equivalent,580.552
Luxembourg,Nitrous oxide,1990,Tonnes of CO2 equivalent,319.85
Luxembourg,Nitrous oxide,1991,Tonnes of CO2 equivalent,330.817
Luxembourg,Nitrous oxide,1992,Tonnes of CO2 equivalent,337.894
